04	16	21	30	37	53	60
03	04	28	29	37	48	56
01	03	10	12	33	48	54
04	14	25	28	46	47	53
04	14	16	21	37	50	53
06	17	21	30	33	54	60
03	16	18	21	33	52	54
17	24	25	36	37	41	48
04	19	22	33	44	45	51
03	06	23	38	42	51	55
15	16	24	32	37	51	55
03	25	28	37	38	46	51
03	08	27	36	37	42	55
11	19	28	42	44	51	57
06	24	25	43	45	51	60
02	03	27	38	39	54	59
01	06	21	29	42	48	54
04	11	15	23	38	40	48
05	09	16	23	32	46	60
01	03	20	33	36	42	57
06	22	27	34	41	51	55
09	10	15	36	43	51	56
19	20	29	37	38	52	55
10	19	22	31	44	49	53
01	03	16	39	43	52	54
08	09	22	37	47	53	56
09	26	27	30	42	44	59
03	16	24	25	38	51	58
01	10	24	26	34	49	57
08	09	25	27	40	52	58
06	09	16	24	33	55	58
11	22	27	37	38	44	55
09	12	14	33	45	53	58
07	25	30	37	41	44	52
