08	12	17	26	45	54	57
02	08	09	13	42	51	60
12	14	16	28	37	47	55
13	25	28	30	34	51	60
01	16	26	28	49	54	55
19	20	21	28	44	46	51
03	07	10	12	40	44	51
04	13	22	30	37	46	57
02	03	16	30	37	51	60
06	14	29	37	39	50	51
01	07	28	38	49	54	55
08	09	10	41	53	55	58
17	21	25	34	40	41	52
06	08	14	37	39	53	59
09	22	27	36	41	42	43
03	17	22	35	37	50	58
11	16	24	33	55	56	57
02	11	19	33	34	42	55
01	07	10	22	32	35	56
09	13	16	21	52	56	58
11	13	19	30	38	48	52
12	14	18	25	33	35	50
06	21	23	30	34	44	55
06	20	21	29	39	42	44
12	25	28	30	35	39	44
04	09	21	31	36	38	45
14	18	29	40	53	55	59
01	15	25	32	33	38	56
10	16	21	35	49	55	58
19	26	29	32	45	53	58
03	17	26	32	41	47	50
02	03	07	41	42	46	59
06	22	27	28	43	47	50
02	05	16	26	51	58	59
04	14	27	30	41	43	46
05	07	16	20	53	56	58
12	20	25	27	36	37	44
01	12	28	30	35	53	60
04	16	20	23	39	46	47
15	27	30	41	42	47	56
11	17	30	49	53	58	60
11	22	24	35	37	47	50
02	13	14	34	37	51	59
16	23	24	35	38	47	55
06	14	20	37	49	51	59
01	08	22	37	46	47	53
